id,title,artist,chart_date,chords
359,Just Like Heaven,The Cure,1988-02-13,I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|vi|bVII|vi|bVII|vi|bVII|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|I|V|ii|IV|vi|bVII|vi|bVII|vi|bVII|IV
364,Evil Ways,Santana,1970-04-04,i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|V|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|V|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|V|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV
372,Scarlet Fever,Kenny Rogers,1983-08-20,I|IV|I|IV|V|I|IV|V|I|IV|I|IV|V|I|IV|V|I|V|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|ii|V|I|IV|V|I|IV|ii|V|I|IV|I|IV|V|I|IV|V|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|ii|V|I|IV|V|I|IV|ii|I
383,Sunshine Superman,Donovan,1966-08-13,I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|V|IV|I
390,Young Hearts Run Free,Candi Staton,1976-06-26,I|IV|I|IV|I|IV|I|IV|I|vi|I|vi|I|IV|I|IV|I|IV|I|IV|I|vi|I|vi|IV|ii|IV|ii|IV|ii|IV|ii|IV|I|vi|IV|I|IV|ii|IV|ii|IV|ii|IV|ii|IV|I|vi|IV|I|vi|I|IV|I|IV|I|IV|I|IV|I|vi|I|vi|I|IV|I|IV|I|IV|I|IV|I|vi|I|vi|IV|ii|IV|ii|IV|ii|IV|I|vi|IV|I|IV|ii|IV|ii|IV|ii|IV|I|vi|IV|I|vi|IV|ii|IV|ii|IV|ii|IV|I|vi|IV|I|IV|ii|IV|ii|IV|ii|IV|I|vi|IV|I|vi|IV|ii|IV|ii|IV|ii|IV|I|vi|IV|I
391,It's Your Thing,The Isley Brothers,1969-06-07,I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
396,Fever,Peggy Lee,1958-09-22,i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i|V|i
397,Kozmic Blues,Janis Joplin,1969-12-27,i|iv|i|VI|VII|VI|VII|i|V|i|iv|i|VI|VII|VI|VII|i|V|I|ii|IV|I|ii|IV|i|iv|i|VI|VII|VI|VII|i|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I
417,"(You're So Square) Baby, I Don't Care",Joni Mitchell,1982-12-11,V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|IV|V|IV|V|IV|V|IV
418,Chain Of Fools,Aretha Franklin,1967-12-23,I
425,See See Rider,LaVern Baker,1963-02-02,I|IV|I|V|I|IV|I|V|IV|I|IV|I|V|I|IV|I|V|IV|I|IV|I|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|IV|I|V|IV|I|IV|I|V|I|IV
426,I m Goin  Down,Bruce Springsteen,1985-11-09,I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV|I|V|vi|IV
429,Put Your Hand In The Hand,Ocean,1971-05-29,I|V|ii|V|I|IV|I|vi|ii|IV|I|IV|I|V|I|V|ii|V|I|IV|I|vi|ii|IV|I|IV|I|V|ii|V|I|IV|I|vi|ii|IV|I|IV|I|V|I|V|I|IV|I|vi|ii|IV|I|IV|I|V|I|V|ii|V|I|IV|I|vi|ii|IV|I|IV|I|V|I|V|ii|V|I|IV|I|vi|ii|IV|I|IV|I|V
439,Ruby Baby,Dion,1963-02-09,I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I
451,Got It Made,"Crosby, Stills, Nash",1989-03-11,IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|I|IV|I|V|I|V|IV|bVII|IV|V|I|V|I|IV|I|V|I|V|IV|V|IV|vi|V|I|IV|vi|V|I|IV|vi|V|I|bVII|IV|I|V|bVII|IV|I|V|bVII|IV|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|I|IV|I|V|I|V|IV|bVII|IV|V|I|IV|I|V|I|V|IV|V|IV|vi|V|I|IV|vi|V|I|IV|vi|V|I|bVII|IV|I|V|bVII|IV|I|V|bVII|IV|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|I|IV|I|V|I|V|IV|bVII|IV|V|I|IV|I|V|I|V|IV|V|IV|vi|V|I|IV|vi|V|I|IV|vi|V|I|bVII|IV|I|V|bVII|IV|I|V|bVII|IV|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|V|IV|vi|I
452,Don't Say You Love Me,Billy Squier,1989-07-15,I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|I|IV|I|IV|ii|IV|bVII|VI|bVII|IV|ii|IV|bVII|VI|bVII|IV|ii|IV|bVII|VI|bVII|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV
455,Walk On The Wild Side (Part 1),Jimmy Smith,1962-06-09,I|V|I|V|I|IV|I|IV|V|I|V|I|IV|I|IV|I|IV|I|IV|I|V|I|IV|I|IV|V|I|V|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|V|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|IV|V|I|V|I
456,With A Little Luck,Paul McCartney,1978-07-22,IV|I|IV|bVII|vi|IV|I|IV|I|IV|vi|ii|VI|ii|VI|ii|VI|ii|VI|ii|VI|bVII|IV|I|IV|I|IV|vi|ii|VI|ii|VI|ii|VI|ii|VI|ii|VI|bVII|IV|I|IV|I|IV|vi|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|vi|IV|I|bVII|vi|IV|I|bVII|vi|IV|I|bVII|vi|IV|I|IV|I|IV|I|IV|vi|ii|VI|ii|VI|ii|VI|ii|VI|ii|VI|bVII|IV|I|IV|I|IV|I|IV|I|IV|bVII|vi|IV|I|bVII|vi|IV|I
457,Not Fade Away,The Rolling Stones,1964-06-13,I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|bVII|IV|bVII|IV|I|IV|I|IV|I|IV|bVII|IV|bVII|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|I
463,Seasons Of The Heart,John Denver,1982-08-21,I|IV|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I
468,Ain't Too Proud To Beg,The Temptations,1966-08-20,IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
472,Sweet Music Man,Kenny Rogers,1978-01-28,I|ii|V|I|IV|V|I|IV|I|V|I|IV|I|V|I|IV|V|I|IV|V|I|IV|V|I|V|vi|iv|I|V|I|IV|I|V|I|IV|I|V|I|IV|V|I|IV|V|I|IV|V|I|V|vi|iv|I|V|I|V|I|bVII|IV|V|I
477,Carrie-Anne,The Hollies,1967-08-26,I|V|I|V|I|V|I|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|IV|bVII|IV|bVII|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|IV|I|V|I
480,Give It To Me Baby,Rick James,1981-06-27,bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII
494,I Don't Need You,Kenny Rogers,1981-10-10,I|V|I|V|IV|I|IV|V|IV|V|I|V|I|V|IV|I|ii|V|IV|V|IV|I|V|I|V|I|IV|I|IV|V|I|V|I|V|IV|I|IV|V|IV|V|I|V|I|V|IV|I|ii|V|IV|V|IV|I|V|I|V|I|IV|I|IV|V|I|V|I|IV|I|IV|V|I
497,City In The Sky,The Staple Singers,1974-08-31,I|i|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I
500,The Battle Of New Orleans,Johnny Horton,1959-04-27,I|IV|V|I|IV|V|I|IV|V|I|V|I|V|I|IV|V|I|IV|V|I|V|I|V|I|IV|V|I|IV|V|I|V|I|V|I|V|I|V|I|IV|V|I|IV|V|I|V|I|V|I|V|I|V|I
507,Still,Commodores,1980-01-19,I|ii|I|ii|I|IV|V|I|IV|V|I|ii|V|IV|ii|V|I|ii|V|IV|ii|V|I|bVII|I|IV|V|IV|ii|V|I|bVII|I|IV|V|IV|I|ii|V|I|IV|V|I|ii|V|IV|ii|V|I|bVII|I|IV|V|IV|ii|V|I|bVII|I|IV|V|IV|ii|V|I|bVII|I|IV|V|IV|I|ii|V|I
510,How Blue Can You Get,B.B. King,1964-03-28,I|IV|I|V|I|IV|I|IV|I|V|IV|I|V|I|IV|I|IV|I|V|IV|I|V|I|V|IV|I|V|IV|I|V|I
512,Going To A Go-Go,The Rolling Stones,1982-06-12,I|bVII|IV|I|bVII|I|bVII|IV|I|bVII|I|bVII|IV|I|bVII|I|bVII|IV|I|bVII|I|bVII|IV|I|bVII|I
528,Crystal Blue Persuasion,Tommy James,1969-07-05,I|ii|I|ii|I|ii|IV|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|IV|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|IV|I|bVII|IV|I|bVII|ii|I|ii|I|ii|I|ii|IV|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|IV|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii|I|ii
530,This House,Tracie Spencer,1990-12-22,i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI|i|VII|VI
531,Running Up That Hill,Kate Bush,1985-12-14,i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|iv|i|iv|i|iv|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|iv|i|iv|i|iv|i|iv|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|iv|i|iv|i|iv|i|iv|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i
549,Double Shot (Of My Baby's Love),Swingin' Medallions,1966-04-30,I|vi|I|vi|I|vi|I|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|V|I|vi|I|vi|I|vi|IV|V|I|V|I|vi|I|vi|I|vi|I|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|V|I|vi|I|vi|I|vi|IV|V|I|V|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi
560,Cecilia,Simon & Garfunkel,1970-05-30,V|IV|I|IV|I|IV|I|V|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|I|V|I|V|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|I|V|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V
561,Boulevard,Jackson Browne,1980-08-16,IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|V|vi|V|vi|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|V|vi|V|vi|IV|V|IV|V|IV|V|IV|V|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|V|vi|V|vi|IV|V|IV|V|IV|V|IV|V|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I|V|IV|V|IV|I|IV|I|IV|I
570,Six Days On The Road,Dave Dudley,1963-06-15,I|V|I|V|IV|V|I|IV|I|V|I|V|I|V|IV|V|I|IV|I|V|I|V|I|V|IV|V|I|IV|I|V|I|V|I|V|I|V|IV|V|I|IV|I|V|I|V|I|V|IV|V|I|IV|I|V|I|V|I|V|I
571,Quarter To Three,Gary U.S. Bonds,1961-05-29,I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|IV|I|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|IV|I|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V
572,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,1986-01-18,I|V|vi|IV|V|I|V|vi|IV|V|I|V|vi|IV|V|I|V|vi|IV|V|I|vi|IV|V|vi|IV|V|vi|IV|V|vi|V|I|vi|IV|V|vi|IV|V|vi|IV|V|vi|V|I|V|vi|IV|V|I|V|vi|IV|V|I|V|vi|IV|V|I|V|vi|IV|V|I|IV|V|IV|V|IV|V|vi|I|V|vi|IV|V|I|V|vi|IV|V|I|vi|IV|V|vi|IV|V|vi|IV|V|vi|V|I|vi|IV|V|vi|IV|V|vi|IV|V|vi|V|I|IV|V|IV|V|IV|V|vi|I|V|vi|IV|V|I|V|vi|IV|V|I|V|vi|IV|V|I|V|vi|IV|V|I
577,Let's Work Together,Canned Heat,1970-10-10,V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|V|IV|I|V|IV|I
580,I Found A Love,The Falcons,1962-05-26,I|IV|I|V|vi|I|IV|I|IV|I|V|vi|I|IV|I|IV|I|V|vi|I|IV|I|V|vi|I|IV|I|IV|I|V|vi|I|IV|I|IV|I|V|I|V|vi|I
585,Too Weak To Fight,Clarence Carter,1968-12-07,I|V|IV|V|I|IV|I|IV|I|IV|vi|IV|I|IV|I|IV|I|V|vi|V|IV|V|vi|V|I|IV|I|IV|I|IV|vi|IV|I|IV|I|IV|I|V|vi|V|IV|V|vi|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
589,Southern Cross,"Crosby, Stills & Nash",1982-10-09,I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|ii|I|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|ii|I|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV
591,The Long Run,Eagles,1980-03-15,I|IV|I|IV|I|IV|I|IV|vi|IV|I|IV|I|IV|vi|IV|I|IV|I|V|I|IV|I|IV|vi|IV|I|IV|I|IV|vi|IV|I|IV|I|V|I|IV|I|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
592,All She Wants Is,Duran Duran,1989-03-04,i
598,Wish Someone Would Care,Irma Thomas,1964-04-25,vi|I|vi|I|vi|IV|V|I|vi|IV|V|I|vi|I|vi|V|I|vi|I|vi|I|vi|I|vi|IV|V|I|vi|I|vi
605,The Thrill Is Gone,B.B. King,1970-03-28,i|iv|i|VI|V|i|iv|i|VI|V|i|iv|i|VI|V|i|iv|i|VI|V|i|iv|i|VI|V|i|iv|i|VI|V|i|iv|i|VI|V|i|iv
608,Harden My Heart,Quarterflash,1982-03-06,i|VI|VII|VI|VII|i|VI|VII|VI|VII|i|VII|i|VII|VI|VII|i|VII|VI|i|VII|VI|VII|i|VII|VI|VII|i|VII|VI|i|VII|i|VII|VI|VII|i|VII|VI|i|VII|VI|VII|i|VII|VI|VII|i|VII|VI|i|VI|VII|VI|VII|i|VI|VII|VI|VII|i|VII|i|VII|VI|VII|i|VII|VI|i|VII|VI|VII|i|VII|VI|VII|i|VII|VI|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII
615,Hot Child In The City,Nick Gilder,1978-09-23,I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|I|IV|V|I|IV|V|ii|IV|I|V|ii|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I
617,(Marie's the Name) His Latest Flame,Elvis Presley,1961-09-04,I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|IV|V|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|IV|V|I|vi|I|vi|V|IV|V|IV|V|IV|V|IV|V|IV|V|IV|V|IV|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|IV|V|I|vi|I|vi|V|IV|V|IV|V|IV|V|IV|V|IV|V|IV|V|IV|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V
620,"Twistin  The Night Away (From ""Innerspace"")",Rod Stewart,1987-07-25,I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|IV|V|I|IV|V|I|vi|V|I|vi|IV|V|I|vi|IV|V|I
629,Beat It,Michael Jackson,1983-04-02,i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|VI|VII|i|VII|i|VII|i|VII|VI|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|VI|VII|i|VII|i|VII|i|VII|VI|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|VI|VII|i|VII|i|VII|i|VII|VI|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII
634,Brass Monkey,Beastie Boys,1987-04-25,
638,Out Of My Mind,Johnny Tillotson,1963-05-04,I|IV|V|IV|I|IV|V|I|IV|I|V|I|IV|I|V|I|IV|V|IV|I|IV|V|I|IV|I|V|I|IV|I|V|I
640,Think,James Brown,1973-06-09,I|V|IV|I|V|I|V|I|V|IV|I|V|I|V|I|V|IV|I|V|I|V|I|V|IV|I|V|IV|I|V|IV|I|V|I
651,It's Raining Men,The Weather Girls,1983-01-29,i|VII|VI|V|i|V|i|iv|V|VI|VII|V|i|VI|iv|V|VI|VII|V|i|VI|iv|V|VI|VII|V|i|VI|VII|V|i|VI|VII|V|i|iv|i|VI|V|i|V|i|V|i|V|i|iv|V|VI|VII|V|i|VI|VII|V|i|VI|VII|V|i|VI|VII|V|i|VI|VII|V|i|VI|VII|V|i
654,Tainted Love,Soft Cell,1982-01-30,i|iv|i|iv|i
668,Big Yellow Taxi,Joni Mitchell,1975-02-22,I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I
672,Baby Workout,Jackie Wilson,1963-05-25,I|IV|I|V|IV|V|IV|I|IV|I|V|IV|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I
674,Sugar Shack,The Fireballs,1963-12-14,I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|ii|V|ii|V|ii|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|ii|V|ii|V|ii|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|ii|V|ii|V|ii|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
678,Chained And Bound,Otis Redding,1964-10-31,I|IV|I|V|I|V|I|IV|I|V|I|V|I|IV|I|V|I|V|vi|I|vi|I|V|I|IV|I|V|I|V|I|IV|I|V|I|V|I|IV|I|IV|I|IV|I|IV|I|IV
681,With Or Without You,U2,1987-06-27,I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|IV|I|IV|I|IV|vi|IV|I|IV|I|IV|I|IV|vi|IV|I|IV|I|IV|I|IV|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi|IV|I|vi
