id,title,artist,chart_date,chords
540,With You I'm Born Again,Billy Preston,1979-12-22,"N|N|D:min9|C:maj6(9)|Bb:maj9|A:sus4(b7,9)|A:sus4(b7,9)|D:min|C:maj|Bb:maj9|A:min7|G:min7|E:hdim7|A:7|D:sus4|D:maj|D:min9|A:min7|Bb:maj9|A:min7|G:min9|A:sus4(b7,9)|A:maj|D:sus4|D:maj|G:min9|A:min7|Bb:maj7|A:min7|G:min9|A:min7|Eb:maj9|D:min7|C:min9|D:min9|A:min7|Bb:maj9|A:min7|G:min9|A:sus4|A:maj|D:min9|D:min9/b7|Bb:maj9|A:sus4|A:maj|A:maj|E:min/b7|D:maj|A:maj/4|D:maj|E:min/b7|D:maj|A:maj/4|D:maj|D:maj|D:min9|A:min7|Bb:maj9|A:min7|G:min9|A:sus4(b7,9)|A:maj|D:sus4|D:maj|D:min9|A:min7|Bb:maj9|A:min7|G:min9|A:sus4(b7,9)|A:maj|D:sus4|D:maj|G:min9|A:min7|Bb:maj7|A:min7|G:min9|A:min7|Eb:maj9|C:min9|C:min9|Eb:min9|Bb:min7|Cb:maj9|Bb:min7|Ab:min9|Bb:sus4(b7,9)|Bb:maj|Eb:min9|Eb:min9/b7|Cb:maj9|Bb:sus4(b7,9)|Bb:maj|Eb:sus4|Eb:sus4|Eb:maj|Eb:maj|Eb:maj|Eb:maj|Eb:maj|Eb:maj|Eb:maj|Eb:maj|N"
542,Wake Me Up Before You Go-Go,Wham!,1984-10-27,N|N|G:7|C:7|N|C:7|N|C:7|N|C:7|N|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|D:min7|E:min7|F:maj|E:min7|D:min7|E:min7|F:maj|G:maj|G:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|E:min|D:min|C:maj|C:7|F:maj/5|C:7|C:7|C:7|F:maj/5|C:7|C:7|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|D:min7|E:min7|F:maj|E:min7|D:min7|E:min7|F:maj|G:maj|G:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|E:min|D:min|C:7|F:maj/5|C:7|C:7|C:7|F:maj/5|C:7|C:7|C:7|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|D:min7|E:min7|F:maj|E:min7|D:min7|E:min7|F:maj|G:maj|G:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|C:maj|D:min|C:maj|C:maj|N
543,If I Can Dream,Elvis Presley,1968-12-28,N|C:maj|A:min|C:maj|A:min|C:maj|A:min|C:maj|A:min|A:min|C:maj|A:min|F:maj|C:maj/5|G:maj|C:maj|A:min|F:maj|G:maj|C:maj|Bb:maj/2|C:7|F:maj|E:7|A:min|C:maj/5|A:min|F:maj|F:maj/6|C:maj/3|A:min|D:min7|G:7|G:11|G:7|C:maj|A:min|F:maj|C:maj/5|G:maj|C:maj|A:min|F:maj|G:maj|C:maj|Bb:maj/2|C:7|F:maj|E:7|A:min|C:maj/5|A:min|F:maj|F:maj/6|C:maj/3|G:maj|C:maj|F:maj|C:maj|C:7|F:maj|F#:dim|C:maj|C:7|F:maj|F#:dim|C:maj|C:7|F:maj|F#:dim|G:maj|E:7|A:min|C:maj/2|D:7|F:maj/2|G:7|A:7|D:maj|B:min|G:maj|A:sus4|D:maj|B:min|G:maj|A:maj|D:maj|D:7|G:maj|G#:dim|D:maj/5|B:min|D:maj/5|B:min|G:maj|E:min|A:11|A:11|D:maj|D:maj/5|B:min|D:maj|D:maj/5|B:min|D:maj|G:maj|D:maj|D:maj|N|N|N
545,Redneck Friend,Jackson Browne,1973-10-20,N|E:maj|E:maj|C#:min|C#:min|E:maj|E:maj|C#:min|C#:min|A:maj|A:maj|E:maj|E:maj|A:maj|A:maj|B:maj|B:maj|B:maj|E:maj|E:maj|C#:min|C#:min|E:maj|E:maj|C#:min|C#:min|A:maj|A:maj|E:maj|E:maj|A:maj|A:maj|B:maj|B:maj|E:maj|E:maj|C#:min|C#:min|E:maj|E:maj|C#:min|C#:min|A:maj|A:maj|E:maj|E:maj|A:maj|A:maj|B:maj|B:maj|A:maj|A:maj|E:maj|E:maj|B:maj|B:maj|E:maj|E:maj|A:maj|A:maj|E:maj|E:maj|B:maj|B:maj|A:maj|E:maj|E:maj|E:maj|E:maj|C#:min|C#:min|E:maj|E:maj|C#:min|C#:min|A:maj|A:maj|E:maj|E:maj|A:maj|A:maj|B:maj|B:maj|A:maj|A:maj|E:maj|E:maj|B:maj|B:maj|E:maj|E:maj|A:maj|A:maj|E:maj|E:maj|B:maj|B:maj|A:maj|E:maj|E:maj|E:maj|E:maj|E:maj|C#:min|C#:min|E:maj|E:maj|C#:min|C#:min|A:maj|A:maj|E:maj|E:maj|A:maj|A:maj|B:maj|B:maj|B:maj|A:maj|A:maj|E:maj|E:maj|B:maj|B:maj|E:maj|E:maj|A:maj|A:maj|E:maj|E:maj|B:maj|B:maj|A:maj|E:maj|E:maj|B:maj|B:maj|A:maj|E:maj|E:maj|E:maj|B:maj|B:maj|A:maj|A:maj|E:maj|E:maj/b7|A:maj/3|C:7|B:7|E:7|E:7|N|N|N
546,Disco Inferno,The Trammps,1977-03-12,N|N|N|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|F:maj|Bb:maj|G:min|C:maj|C:maj|F:maj|Bb:maj|G:min|C:maj|C:maj|G:min/b3|F:maj7/3|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|F:maj|Bb:maj|G:min|C:maj|C:maj|F:maj|Bb:maj|G:min|C:maj|C:maj|G:min/b3|F:maj7/3|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|F:maj|Bb:maj|G:min|C:maj|C:maj|F:maj|Bb:maj|G:min|C:maj|C:maj|G:min/b3|F:maj7/3|Bb:maj7|Bb:maj7|C:maj|C:maj|Bb:maj7|Bb:maj7|C:maj|G:min|G:min|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|F:maj|Bb:maj|G:min|C:maj|C:maj|F:maj|Bb:maj|G:min|C:maj|C:maj|F:maj|Bb:maj|G:min|C:maj|C:maj|F:maj|Bb:maj|G:min|C:maj|C:maj|C:maj|N
547,Almost Like Being In Love,Michael Johnson,1978-09-02,N|Eb:min11|Eb:min11|Eb:min11|Eb:min11|B:maj|Db:maj|Eb:min11|Eb:min11|Eb:min11|Eb:min11|B:maj|Db:maj|Db:maj|Eb:min7|Eb:min7|Eb:min7|Eb:min7|B:maj7|Bb:min7|Ab:min7|Bb:min7|B:maj7|B:maj|Db:maj|Eb:min11|Eb:min11|Eb:min7|Eb:min7|Eb:min7|Eb:min7|B:maj7|Bb:min7|Ab:min7|Bb:min7|B:maj7|Db:maj|Eb:min11|Eb:min11|F:hdim7|Bb:sus4(b7)|Bb:7|Eb:maj9|Eb:sus4|Eb:maj|Eb:min7|B:9|F:hdim7|Bb:7|B:maj|Db:maj|Eb:min7|Eb:min7|Eb:min7|Eb:min7|B:maj7|Bb:min7|Ab:min7|Bb:min7|B:maj7|B:maj|Db:maj|Db:maj|Eb:min11|Eb:min11|Eb:min11|Eb:min11|B:maj|Db:maj|Eb:min9|Eb:min9|Eb:min9|Eb:min9|B:maj7|Bb:min7|Ab:min7|Db:maj|Eb:min11|Eb:min11|Eb:min11|F:hdim7|Bb:sus4(b7)|Bb:7|Eb:maj9|Eb:maj|Eb:min7|B:9|F:hdim7|Bb:7|Ab:min7|Db:maj|Eb:min9|Eb:min9|Eb:min9|Eb:min9|B:maj|Bb:min|Ab:min7|Bb:min7|B:maj7|B:maj|Db:maj|Eb:min11|Eb:min11|Eb:min11|Eb:min11|Eb:min11|Eb:min11|B:maj|Db:maj|Eb:min11|Eb:min11|Eb:min11|Eb:min11|B:maj|Db:maj|Eb:min11|Eb:min11|Eb:min11|Eb:min11|B:maj|Db:maj|Eb:min11|Eb:min11|Eb:min11|Eb:min11|B:maj|Db:maj|Db:maj|N|N
549,Double Shot (Of My Baby's Love),Swingin' Medallions,1966-04-30,N|N|N|Ab:maj|F:min|Ab:maj|F:min|Ab:maj|F:min|Ab:maj|Eb:maj|Eb:maj|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|Eb:maj|Ab:maj|F:min|Ab:maj|F:min|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|Eb:maj|Eb:maj|Ab:maj|F:min|Ab:maj|F:min|Ab:maj|F:min|Ab:maj|Ab:maj|Eb:maj|Eb:maj|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|Eb:maj|Ab:maj|F:min|Ab:maj|F:min|Ab:maj|F:min|Db:maj|Eb:maj|Ab:maj|Eb:maj|Ab:maj|F:min|Ab:maj|F:min|Ab:maj|F:min|Ab:maj|F:min|F:min|Ab:maj|F:min|Ab:maj|F:min|F:min|N
550,Shake Your Groove Thing,Peaches & Herb,1978-12-23,N|D:maj|Db:maj|C:maj|B:maj|E:sus4(b7)|E:sus4(b7)|E:sus4(b7)|E:sus4(b7)|E:sus4(b7)|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|F#:min|G:maj|E:sus4(b7)|E:sus4(b7)|F#:min|G:maj|E:sus4(b7)|E:sus4(b7)|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|B:min/b7|X|X|X|X|X|X|X|X|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|F#:min|G:maj|E:sus4(b7)|E:sus4(b7)|F#:min|G:maj|E:sus4(b7)|E:sus4(b7)|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|D:maj|Db:maj|C:maj|B:maj|E:sus4(b7)|E:sus4(b7)|E:sus4(b7)|E:sus4(b7)|E:sus4(b7)|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|F#:min|G:maj|E:sus4(b7)|E:sus4(b7)|F#:min|G:maj|E:sus4(b7)|E:sus4(b7)|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|B:min/b7|X|X|X|X|X|X|X|X|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|A:maj|A:min7|B:min/b7|B:min/b7|A:maj|A:min7|B:min/b7|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|D:maj|N|N|N
553,Maniac,Michael Sembello,1983-06-25,"N|N|N|N|N|N|N|N|N|N|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Eb:min11|Eb:min(b13)|Eb:min6|Eb:min7|Eb:maj9|Cb:maj|Db:maj/b7|Cb:maj|Bb:sus4|Bb:maj|Eb:min(b13)|Eb:min6|Eb:min7|Eb:maj9|Cb:maj|Db:maj/b7|Cb:maj|Bb:sus4|Bb:maj|Ab:7|Ab:7|Bb:aug|Bb:aug|Cb:maj|Cb:maj|Bb:sus4|Bb:maj|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Ab:min|Ab:min|Ab:min|Ab:min|Eb:min(b13)|Eb:min6|Eb:min7|Eb:maj9|Cb:maj|Db:maj/b7|Cb:maj|Bb:sus4|Bb:maj|Eb:min(b13)|Eb:min6|Eb:min7|Eb:maj9|Cb:maj|Db:maj/b7|Cb:maj|Bb:sus4|Bb:maj|Ab:7|Ab:7|Bb:aug|Bb:aug|Cb:maj|Cb:maj|Bb:sus4|Bb:maj|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Ab:min|Ab:min|Ab:min|Gb:maj(11)|F:(b5,11)|Bb:5(b7)/5|Eb:min7|Gb:maj(11)|F:(b5,11)|Bb:5(b7)/5|Eb:min7|Gb:maj(11)|F:(b5,11)|Bb:5(b7)/5|Eb:min7|Gb:maj(11)|F:(b5,11)|Bb:5(b7)/5|Eb:min7|Eb:min7|Eb:min(b13)|Eb:min6|Eb:min7|Eb:maj9|Cb:maj|Db:maj/b7|Cb:maj|Bb:sus4|Bb:maj|Eb:min(b13)|Eb:min6|Eb:min7|Eb:maj9|Cb:maj|Db:maj/b7|Cb:maj|Bb:sus4|Bb:maj|Bb:maj|Ab:7|Ab:7|Bb:aug|Bb:aug|Cb:maj|Cb:maj|Bb:sus4|Bb:maj|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Ab:min|Ab:min|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Cb:maj7(#11)|Db:11|Eb:min7|Eb:min11|Eb:min11|N"
554,Walk Right In,The Moments,1963-01-12,N|A:maj|A:maj|D:7|D:7|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|D:7|D:7|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|D:7|D:7|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|D:7|D:7|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|A:maj|F#:7|B:7|E:7|A:maj|A:maj|D:7|D:7|A:maj|A:maj|F#:7|B:7|E:7|A:maj|B:7|E:7|A:maj|A:maj|N|N|N
555,Surrender,Cheap Trick,1978-08-12,"N|N|Bb:sus4(b7,9)|Bb:sus4(b7,9)|Bb:maj|Bb:maj|Bb:sus4(b7,9)|Bb:sus4(b7,9)|Bb:maj|Bb:maj|B:maj|F#:maj|E:maj|B:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|F#:maj|B:maj|B:maj|E:maj|F#:maj|B:maj|B:maj|B:maj|G#:min7|F#:maj(11)|E:maj|B:maj|G#:min7|F#:maj(11)|E:maj|E:maj|E:maj|E:maj|B:sus4(b7,9)|B:sus4(b7,9)|B:maj|B:maj|B:sus4(b7,9)|B:sus4(b7,9)|B:maj|B:maj|B:maj|F#:maj|E:maj|B:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|F#:maj|B:maj|B:maj|E:maj|F#:maj|B:maj|B:maj|B:maj|G#:min7|F#:maj(11)|E:maj|B:maj|G#:min7|F#:maj(11)|E:maj|E:maj|E:maj|E:maj|B:sus4(b7,9)|B:sus4(b7,9)|B:maj|B:maj|B:sus4(b7,9)|B:sus4(b7,9)|B:maj|B:maj|C:maj|G:maj|F:maj|C:maj|C:maj|G:maj|F:maj|C:maj|F:maj|G:maj|C:maj|C:maj|F:maj|G:maj|C:maj|C:maj|C:maj|A:min7|G:maj(11)|F:maj|C:maj|A:min7|G:maj(11)|F:maj|F:maj|F:maj|F:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|A:min7|G:maj(11)|F:maj|C:maj|A:min7|G:maj(11)|F:maj|C:maj|A:min7|G:maj(11)|F:maj|C:maj|A:min7|G:maj(11)|F:maj|C:maj|A:min7|G:maj(11)|F:maj|C:maj|A:min7|G:maj(11)|F:maj|C:maj|A:min7|G:maj(11)|F:maj|F:maj|N"
559,Baby I'm Burnin',Dolly Parton,1979-01-27,N|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|E:maj|B:maj|E:maj|E:maj/2|B:maj|B:maj|E:maj|B:maj|E:maj|E:maj/2|B:maj|B:maj|E:maj|B:maj|E:maj|E:maj/2|B:maj|B:maj|E:maj|B:maj|E:maj|E:maj/2|B:maj|E:maj|B:maj|F#:maj|B:maj|E:maj|B:maj|F#:maj|B:maj|E:maj|B:maj|F#:maj|B:maj|E:maj|B:maj|F#:maj|F#:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|E:maj|B:maj|E:maj|E:maj/2|B:maj|B:maj|E:maj|B:maj|E:maj|E:maj/2|B:maj|F#:maj|B:maj|F#:maj|B:maj|E:maj|B:maj|F#:maj|B:maj|E:maj|B:maj|F#:maj|B:maj|E:maj|B:maj|F#:maj|B:maj|B:7|B:7|B:7|B:7|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|G:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|G:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|G:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|F:maj|C:maj|G:maj|C:maj|C:maj|N
560,Cecilia,Simon & Garfunkel,1970-05-30,N|N|N|N|N|N|N|N|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|B:maj|B:maj|B:maj|B:maj|F#:maj|B:maj|B:maj|B:maj|B:maj|F#:maj|B:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|B:maj|N|N|N|F#:maj|F#:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|F#:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|E:maj|B:maj|E:maj|B:maj|E:maj|B:maj|F#:maj|F#:maj|N
561,Boulevard,Jackson Browne,1980-08-16,N|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|E:maj|E:maj|F#:min|F#:min|E:maj|E:maj|F#:min|F#:min|D:maj|D:maj|D:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|E:maj|E:maj|F#:min|F#:min|E:maj|E:maj|F#:min|F#:min|D:maj|D:maj|D:maj|E:maj|D:maj|E:maj|D:maj|E:maj|D:maj|E:maj|E:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|E:maj|E:maj|F#:min|F#:min|E:maj|E:maj|F#:min|F#:min|D:maj|D:maj|D:maj|E:maj|D:maj|E:maj|D:maj|E:maj|D:maj|E:maj|E:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|E:maj/3|D:maj/3|E:maj|D:maj|A:maj|D:maj/5|A:maj|D:maj/5|A:maj|A:maj|A:maj|A:maj|A:maj|A:maj|N
565,Judy,Elvis Presley,1967-09-09,N|D:7|D:7|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|D:7|D:7|G:maj|G:7|C:maj|C:maj|A:7|A:7|D:7|D:7|G:maj|G:maj|G:maj|G:maj|G:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|C:maj|C:maj|D:7|D:7|D:7|D:7|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|D:maj|D:maj|D:7|D:7|D:7|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|C:maj|C:maj|D:7|D:7|D:7|D:7|G:maj|G:maj|D:7|D:7|D:7|D:7|G:maj|G:maj|D:7|D:7|D:7|D:7|D:7|N
567,The Look,Roxette,1989-03-04,N|A:maj|A:maj|A:5|A:5|A:5|A:5|A:5|A:5|A:5|G:1/1|D:1/1|A:1/1|A:1/1|G:1/1|D:1/1|A:1/1|A:5|A:5|C:maj|G:maj|A:maj|C:maj|G:maj|A:maj|F:maj|G:maj|G:maj|A:maj|A:maj|A:5|G:1/1|D:1/1|A:1/1|A:1/1|G:1/1|D:1/1|A:1/1|A:5|A:5|C:maj|G:maj|A:maj|C:maj|G:maj|A:maj|F:maj|G:maj|G:maj|A:maj|A:maj|E:5|A:5|E:5|A:5|E:5|A:5|E:5|A:5|G:5|D:5|A:5|G:5|D:5|A:5|A:5|A:5|G:5|D:5|A:5|G:5|D:5|A:5|G:5|D:5|A:5|A:5|A:5|C:maj|G:maj|A:maj|C:maj|G:maj|A:maj|F:maj|G:maj|A:5|C:maj|G:maj|A:5|C:maj|G:maj|A:5|F:maj|G:maj|N|A:5|G:5|D:5|A:5|A:5|G:5|D:5|A:5|A:5|G:5|D:5|A:5|A:5|G:5|D:5|A:5|A:5|N|N|N
568,Dance Away,Roxy Music,1979-05-19,N|N|N|N|N|Bb:maj|Bb:maj/b7|G:min|F:maj|Eb:maj|Eb:maj|C:maj|C:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|Eb:maj|Eb:maj|C:maj|C:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|F:maj|D:min|Bb:maj|C:maj|F:maj|D:min|Bb:maj|C:maj|Bb:maj|Bb:maj|Eb:maj|Eb:maj|C:maj|C:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|Eb:maj|Eb:maj|C:maj|C:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|F:maj|D:min|Bb:maj|C:maj|F:maj|D:min|Bb:maj|C:maj|C:maj|F:maj|Db:maj|F:maj|Db:maj|F#:maj|F#:sus4/b7|F#:sus4/b7|F#:sus4/b7|N|N|N|N|Eb:maj|Eb:maj|C:maj|C:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|Eb:maj|Eb:maj|C:maj|C:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|Ab:maj|Bb:maj|F:maj|D:min|Bb:maj|C:maj|F:maj|D:min|Bb:maj|C:maj|F:maj|D:min|Bb:maj|C:maj|F:maj|D:min|Bb:maj|C:maj|F:maj|D:min|Bb:maj|C:maj|F:maj|D:min|Bb:maj|Bb:maj|N
