id,title,artist,chart_date,chords
282,Gotta Serve Somebody,Bob Dylan,1979-10-06,N|i|i|i|i|i|i|i|i|i|i|i|i|IV7|IV7|i|i|V7|IV7|i|i|i|i|i|i|i|i|i|i|IV7|IV7|i|i|V7|IV7|i|i|i|i|i|i|i|i|i|i|IV7|IV7|i|i|V7|IV7|i|i|i|i|i|i|i|i|i|i|IV7|IV7|i|i|V7|IV7|i|i|i|i|i|i|i|i|i|i|IV7|IV7|i|i|V7|IV7|i|i|i|i|i|i|i|i|i|i|IV7|IV7|i|i|V7|IV7|i|i|i|i|i|i|i|i|i|i|IV7|IV7|i|i|V7|IV7|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|N
284,These Boots Are Made For Walkin',Nancy Sinatra,1966-02-05,N|I|I|I|I|I|I|I|I|I|IV|IV|I|I|bIII|I|bIII|I|bIII|I|N|N|I|I|I|I|I|I|I|I|I|IV|IV|I|I|bIII|I|bIII|I|bIII|I|N|N|I|I|I|I|I|I|I|I|I|IV|IV|I|I|bIII|I|bIII|I|bIII|I|N|N|I|I|I|I|I|I|I|I|I|I|I|I|N
288,As Usual,Brenda Lee,1964-02-15,N|N|N|I|V7|I|V7|V7|I|I|V7|V7|V7|V7|I|I|I|I|I7|IV|ii7|V7|ii7|V7|X|I|bVI7|I|I|V7|V7|V7|V7|I|I|I|I|I7|IV|ii7|V7|ii7|V7|X|I|bVI7|I|I|V7|V7|V7|V7|I|I|I|I|I7|IV|V7|V7|X|I|I|I|I|I|I|N
289,Guitar Man,Elvis Presley,1968-01-27,N|I|I|I|X|V7|I|V7|V7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I|X|V7|I|V7|V7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|I|X|V7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|II7|II7|V7|V7|V7|I7|I7|IV7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I|V7|V7|V7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|IV7|IV7|I7|I7|I7|I7|V7|V7|IV7|IV7|IV7|I7|I7|IV7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I7|I7|I7|N
290,Long Dark Road,The Hollies,1972-11-18,N|I|IV|I|IV|I|V|bVII|I|I|V|bVII|IV|IV|I|IV|I|IV|I|V|bVII|I|I|V|bVII|IV|I|bVII|IV|I|IV|V|I|IV|V|V|I|IV|V|V|I|I7|IV|IV|I|I7|IV|IV|IV|I|V|bVII|I|I|V|bVII|IV|I|bVII|IV|I|IV|V|V|I|IV|V|V|I|IV|V|V|I|I7|IV|IV|I|I7|IV|IV|I|V|bVII|I|I|V|bVII|IV|I|bVII|IV|I|IV|V|I|IV|V|V|I|IV|V|V|I|I7|IV|IV|I|I7|IV|IV|I|IV|V|V|I|IV|V|V|I|IV|V|V|I|IV|V|V|I|IV|V|V|I|IV|V|V|I|IV|V|V|I|I|N
291,The Way You Do The Things You Do,Rita Coolidge,1978-01-21,N|I|I|VII|bVII|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|I7|I7|I7|I7|V|V7|IV7|V7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|I7|I7|I7|I7|V7|V7|IV7|V7|IV7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|V7|V7|IV7|V7|IV7|I7|I7|bII7|bII7|bII7|I7|I7|I7|I7|I7|I7|I7|I7|V7|V7|IV7|V7|IV7|I7|I7|I7|I7|I7|I7|bIII|IV|I7|I7|bIII|IV|I7|I7|bIII|IV|I7|I7|bIII|IV|I7|I7|bIII|IV|I7|I7|bIII|IV|IV|N
293,Every Little Thing She Does Is Magic,The Police,1981-12-26,N|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|IV|V|I|IV|V|I|IV|V|I|V|I|V|I|V|I|V|bVI7|bVII|iv7|v7|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|IV|V|I|IV|V|I|IV|V|I|V|I|V|I|V|I|V|bVI7|bVII|iv7|v7|X|X|bVI|bIII|iv7|bIII|X|bIII|bVI|bIII|bVI|bVII|bVI|bVII|bVI|bVII|bVI|bVII|I|I|V|I|V|I|V|I|V|I|V|I|V|I|V|I|V|bVI7|bVII|iv7|v7|bVImaj7|bVII|bVII|I|I|bVI7|bVII|iv7|v7|bVImaj7|bVII|bVII|I|I|bVI7|bVII|iv7|v7|bVImaj7|bVII|bVII|I|I|bVI7|bVII|iv7|v7|bVImaj7|bVII|bVII|I|I|bVI7|bVII|iv7|v7|bVImaj7|bVII|bVII|I|I|bVI7|bVII|iv7|v7|bVImaj7|bVII|bVII|I|I|I|I|bVI7|bVII|iv7|v7|bVImaj7|bVII|bVII|I|I|I|I|I|I|I|I|I|N|N|N
294,Mr. Bojangles,Jerry Jeff Walker,1968-08-24,N|I|I|I|I|I|I|I|I|I|I|I|I|I|IV|IV|V|V|I|I|I|I|IV|IV|V|V|IV|IV|I|III|vi|vi|II7|II7|V|V|V|V|vi|vi|V|V|vi|vi|V|V|vi|vi|V|V|V|I|I|I|I|I|I|I|I|I|IV|IV|V|V|I|I|I|I|IV|IV|V|V|IV|IV|I|III|vi|vi|II7|II7|V|V|V|V|I|I|I|I|IV|IV|V|V|I|I|I|I|IV|IV|V|V|IV|IV|I|III|vi|vi|II7|II7|V|V|V|V|vi|vi|V|V|vi|vi|V|V|vi|vi|V|V|V|I|I|I|I|I|I|I|I|I|IV|IV|V|V|I|I|I|I|IV|IV|V|V|IV|IV|I|III|vi|vi|II7|II7|V|V|V|V|I|I|I|I|IV|IV|V|V|I|I|I|I|IV|IV|V|V|IV|IV|I|III|vi|vi|II7|II7|V|V|V|V|vi|vi|V|V|vi|vi|V|V|vi|vi|V|V|V|I|I|I|I|IV|IV|V|V|I|I|I|I|IV|IV|V|V|I|I|I|I|N
296,Lyin' Eyes,Eagles,1975-10-04,N|I|Imaj7|IV|IV|ii|V7|I|I|I|I|Imaj7|IV|IV|ii|ii|V7|V7|I|Imaj7|IV|IV|ii|IV|I|I|I|Imaj7|IV|IV|ii|ii|V7|V7|I|Imaj7|IV|IV|ii|IV|I|IV|V7|I|Imaj7|IV|IV|ii|ii|V7|V7|I|Imaj7|IV|IV|ii|IV|I|I|I|IV|I|I|vi|iii|ii|V7|I|I7|IV|II|ii|V7|V7|I|Imaj7|IV|IV|ii|V7|I|I|I|I|Imaj7|IV|IV|ii|ii|V7|V7|I|Imaj7|IV|IV|ii|IV|I|IV|V7|I|Imaj7|IV|IV|ii|ii|V7|V7|I|Imaj7|IV|IV|ii|IV|I|I|I|IV|I|I|vi|iii|ii|V7|I|I7|IV|II|ii|V7|V7|I|Imaj7|IV|IV|ii|V7|I|I|I|I|Imaj7|IV|IV|ii|ii|V7|V7|I|Imaj7|IV|IV|ii|IV|I|IV|V7|I|Imaj7|IV|IV|ii|ii|V7|V7|I|Imaj7|IV|IV|ii|IV|I|I|I|Imaj7|IV|IV|ii|ii|V7|V7|I|Imaj7|IV|IV|ii|IV|I|I|I|IV|I|I|vi|iii|ii|V7|I|I7|IV|II|ii|V7|I|Imaj7|ii|V7|I|Imaj7|ii|V7|V7|I|Imaj7|ii|V7|I|IV|I|I|N|N|N
297,That's The Way I Feel About Cha,Bobby Womack,1971-12-18,N|N|N|IVmaj7|I|IVmaj7|I|ii7|X|Imaj7|ii7|V7|V7|IVmaj7|I|IVmaj7|I|ii7|X|Imaj7|ii7|V7|IVmaj7|I|IVmaj7|I|ii7|X|Imaj7|ii7|V7|IVmaj7|I|IVmaj7|I|ii7|X|Imaj7|ii7|V7|IVmaj7|I|IVmaj7|I|ii7|X|Imaj7|ii7|V7|IV|IV|Imaj7|V7|vi7|ii7|V7|I|V7|vi7|III|vi7|vi7|II7|IVmaj7|vi7|ii7|III|vi7|vi7|II7|IVmaj7|IV|IVmaj7|I|IVmaj7|I|ii7|X|Imaj7|ii7|V7|IVmaj7|I|IVmaj7|I|ii7|X|Imaj7|ii7|V7|IV|IV|Imaj7|V7|vi7|ii7|IV|V7|I|V7|vi7|ii7|IV|V7|I|V7|vi7|ii7|IV|V7|I|V7|vi7|ii7|IV|V7|I|V7|vi7|vi7|N
300,Here I Go Again,Whitesnake,1987-09-26,N|I|V|IV|I|V|IV|IV|I|V|IV|I|V|IV|I|V|IV|IV|IV|ii|V|ii|V|V|vi|ii|IV|I|vi|ii|IV|V|V|I|V|IV|I|V|IV|I|V|IV|IV|IV|ii|V|ii|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|X|ii|V|ii|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|IV|IV|ii|V|ii|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|X|ii|V|ii|V|IV|V|V|vi|ii|vi|ii|vi|ii|vi|ii|IV|V|V|I|V|IV|V|I|V|IV|V|I|V|IV|IV|IV|IV|ii|V|ii|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|X|ii|V|ii|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|X|ii|V|ii|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|V|I|IV|V|IV|X|X|N
302,Do You Want To Know A Secret,The Beatles,1964-03-28,N|N|N|i|X|i|i|i|IV|V|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|IV|V|vi|IV|V|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|IV|V|vi|IV|V|IV|ii|vi|v|IV|ii|vi|v|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|I|iii|biii|ii|V7|IV|V|vi|IV|V|vi|IV|V|vi|IV|V|V|N
303,Break It To Me Gently,Juice Newton,1982-08-21,N|I|X|IV|iv|I|V|IV|iii|ii|I|X|IVmaj7|iv|I|III7|VI7|II7|II7|ii7|V|IV|iii|ii|I|X|IVmaj7|iv|I|III7|VI7|II7|II7|ii7|V|IV|iii|ii|IV|iii|ii7|V|Imaj7|I7|IV|iii7|VI7|II7|V|IV|iii|ii|I|X|IVmaj7|iv|I|III7|VI7|II7|II7|ii7|V7|I|X|X|IV|iii|ii7|V|I|I7|I7|IV|iii|II7|V7|bVI7|I|X|IVmaj7|iv|I|III7|VI7|II7|II7|ii7|V7|I|I7|VI7|II7|V7|N|I|IV|iv|I|I|N|N|N
304,The Humpty Dance,Digital Underground,1990-04-28,N|N|N|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|N|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|N|N|N
306,In The Navy,Village People,1979-05-12,N|N|N|i|VII7|VImaj7|X|V|i|VII7|VImaj7|V7|V7|i|i|i|III|iv|III|iv7|V|i|i|i|III|iv|III|iv7|V|Imaj7|Imaj7|ii7|V|ii7|V|I|V|Imaj7|Imaj7|ii7|V|ii7|V|I|V|V|i|N|N|N|i|i|i|III|iv|III|iv7|V|i|i|i|III|iv|III|iv7|V|Imaj7|Imaj7|ii7|V|ii7|V|I|V|Imaj7|Imaj7|ii7|V|ii7|V|I|V|V|N|N|N|N|N|N|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|Imaj7|Imaj7|ii7|V|ii7|V|I|V|Imaj7|Imaj7|ii7|V|ii7|V|I|V|V|N
307,Cruisin',Smokey Robinson,1980-03-01,N|N|N|I|I|I|I|I|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|IV|bVII|V7|I|I|IV|bVII|V7|I|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|IV|bVII|V7|I|I|IV|bVII|V7|I|I|I|I|I|I|ii7|I|ii7|I|ii7|I|ii7|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|ii7|I|IV|bVII|V7|I|I|IV|bVII|V7|I|I|IV|bVII|V7|I|I|IV|bVII|V7|I|I|N
308,You Can't Roller Skate In A Buffalo Herd,Roger Miller,1966-07-30,N|I|I|I|I|I|V7|V7|I|I|V7|N|I|I|V7|V7|I|I|V7|N|IV|I|II7|V7|I|I|V7|V7|I|I|V7|N|I|IV|V7|V7|I|IV|V7|V7|I|I|I|I|V7|V7|I|I|V7|N|I|I|V7|V7|I|I|V7|N|IV|I|II7|V7|I|I|V7|V7|I|I|V7|N|I|I|V7|V7|I|I|V7|N|I|I|V7|V7|V7|N
309,All Through The Night,Cyndi Lauper,1984-11-03,N|I|I|I|V|V|V|I|I|V|V|V|I|vi|vi|iii|iii|IV|ii|I|vi|IV|ii|X|I|vi|IV|ii|X|I|vi|iii|I|V|V|V|I|I|V|V|V|I|vi|vi|iii|iii|IV|ii|I|vi|IV|ii|X|I|vi|IV|ii|X|I|vi|iii|iii|I|V|V|V|I|I|V|V|V|I|I|vi|vi|iii|iii|IV|ii|V|I|vi|IV|ii|X|I|vi|IV|ii|X|I|vi|IV|ii|X|I|vi|IV|ii|X|I|vi|iii|I|vi|IV|ii|X|X|I|vi|IV|ii|X|I|vi|IV|ii|X|I|vi|IV|ii|X|I|vi|IV|ii|X|I|vi|vi|N
310,The Other Guy,Little River Band,1983-01-15,N|I|vi|I|vi|I|vi|I|vi|vi|I|vi|I|vi|I|vi|I|vi|IV|IV|I|vi|I|vi|V|IV|I|vi|I|vi|IV|IV|I|I|IV|IV|V|V|I|vi|I|vi|I|vi|I|vi|IV|IV|I|vi|I|vi|V|IV|I|vi|I|vi|IV|IV|I|I|IV|IV|V|V|IV|IV|I|I|II7|II7|V7|V7|IV|IV|I|I|IV|IV|V|V|IV|IV|I|I|IV|IV|V|V|IV|IV|I|I|IV|IV|V|V|V|N
312,Daydream Believer,Anne Murray,1980-04-12,N|I|X|I|X|X|I|ii7|I|IV|I|vi7|II7|V|I|ii7|I|IV|I|vi7|II7|V|I|V|I|ii|I|V|vi7|IV|V|iii|IV|V|vi|IV|I|IV|I|II7|V7|I|ii7|I|IV|I|vi7|II7|V|I|ii7|I|IV|I|vi7|II7|V|I|V|I|ii|I|V|vi7|IV|V|iii|IV|V|vi|IV|I|IV|I|II7|V7|V7|I|X|I|X|X|IV|V|iii|IV|V|vi|IV|I|IV|I|II7|V7|IV|V|iii|IV|V|vi|IV|I|IV|I|II7|V7|V7|N
314,I Got You (I Feel Good),James Brown,1965-11-27,N|N|N|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I7|N|N|N|N|N|IV7|IV7|I7|I7|IV7|IV7|V7|N|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I7|N|N|N|N|N|IV7|IV7|I7|I7|IV7|IV7|V7|N|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|I7|I7|I7|I7|IV7|IV7|I7|I7|V7|IV7|I7|I7|V7|IV7|I7|I7|V7|IV7|I7|I7|I7|I7|I7|I7|I7|N|N|N
315,Come And Get Your Love,Redbone,1974-02-16,N|N|N|X|X|I|I|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|vi|ii|ii|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|vi|ii|ii|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|vi|ii|ii|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|I|I|I|I|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|ii7|V|I|vi|vi|N
317,Dream Police,Cheap Trick,1979-11-10,N|N|N|I|V|IV|I|V|IV|IV|I|V|IV|I|V|IV|I|V|IV|I|I|ii|vi|bVII|IV|vi|III|I|V|ii|vi|bVII|IV|vi|III|I|V|I|V|I|I|I|I|I|bVII|bVI|bIII|IV|IV|i|bVII|bVI|bIII|V|V|I|V|IV|I|V|IV|I|V|IV|I|I|ii|vi|bVII|IV|vi|III|I|V|ii|vi|bVII|IV|vi|III|I|V|I|V|I|I|I|I|I|bVII|bVI|bIII|IV|IV|i|bVII|bVI|bIII|V|V|i|X|X|X|IV|X|X|X|i|X|X|X|IV|X|X|X|X|ii|vi|bVII|IV|vi|III|I|V|ii|vi|bVII|IV|vi|III|I|V|I|V|V|I|V|I|I|I|I|I|bVII|bVI|bIII|IV|iv|i|bVII|bVI|bIII|V|i|X|V7|V7|VII|V|X|V|V|V|X|bIIImaj7|iii|III|X|VI|bVII7|X|X|IIImaj7|iv|#IVmaj7|X|#IVmaj7|X|#IVmaj7|X|#IVmaj7|X|X|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|IV|N
319,I Want You,Marvin Gaye,1976-06-26,N|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|iv7|v7|VImaj7|v7|i7|iv7|III|IIImaj7|X|V7|i7|i7|iv7|iv7|III|III|V7|V7|V7|i7|i7|iv7|iv7|III|III|V7|V7|V7|i7|i7|iv7|v7|VImaj7|v7|i7|iv7|III|IIImaj7|X|V7|i7|i7|iv7|iv7|III|III|V7|V7|V7|i7|i7|iv7|iv7|III|III|V7|V7|i7|i7|iv7|v7|VImaj7|v7|i7|iv7|III|IIImaj7|V7|i7|i7|iv7|v7|VImaj7|v7|i7|iv7|III|IIImaj7|V7|i7|i7|iv7|v7|VImaj7|v7|i7|iv7|III|III|IIImaj7|V7|V7|N|N|N
320,Floy Joy,The Supremes,1972-01-08,N|N|N|N|N|N|N|N|N|N|I|I|I|I|I|I|I|ii|ii|I|I|VI|IV|ii7|ii7|I|I|VI|IV|ii7|ii7|I|I|ii|ii|I|I|VI|IV|ii7|ii7|I|I|VI|IV|ii7|ii7|I|I|ii|ii|I|I|ii|ii|I|I|ii|ii|IV|iii|bIII|bVII|I|IV|iii|ii7|V|I|I|ii|ii|I|I|VI|IV|ii7|ii7|I|I|VI|IV|ii7|ii7|I|I|ii|ii|I|I|ii|ii|I|I|ii|ii|I|I|ii|ii|I|I|N
322,Bird Dog,The Everly Brothers,1958-12-01,N|I|IV|bVII|V7|I|IV|bVII|V7|V7|I|I|I|I|IV|IV|I|I|V|IV7|IV7|I|IV|bVII|V7|V7|I|I|I|I|IV|IV|I|I|V|IV7|IV7|I|IV|bVII|V7|V7|IV7|IV7|I|I|V|IV7|I|I7|IV7|IV7|I|I|V7|IV7|IV7|I|IV|bVII|V7|I|IV|bVII|V7|V7|I|I|I|I|IV|IV|I|I|V7|IV7|IV7|I|IV|bVII|V7|V7|IV7|IV7|I|I|V7|IV7|I|I7|IV7|IV7|I|I|V7|IV7|IV7|I|IV|bVII|V7|I|IV|bVII|V7|I|IV|bVII|V7|I|IV|bVII|bVII|N
324,When Will I Be Loved,Linda Ronstadt,1975-07-26,N|I|I|I|I|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|I|IV|V|IV|I|IV|V|vi7|V|V|I|IV|V|I|IV|V|I|IV|V|I|I|I|I|IV|V|I|IV|V|I|IV|V|I|I|I|IV|V|IV|I|IV|V|vi7|V|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|IV|N|I|I|N|N|N
325,Let Me Get To Know You,Paul Anka,1974-02-23,N|i|iv7|X|V|V|i|iv7|X|V|i|i|iv7|X|V|V|i|i|i|i|iv7|X|V|i|i|iv7|X|V|V|i|i|i|VI|VII|III|VI|VII|III|III7|V7|i|i|VI|VI|X|V|V|i|iv7|X|V|i|i|iv7|X|V|i|i|iv7|X|V|i|i|iv7|X|V|V|i|i|i|VI|VII|III|VI|VII|III7|V7|i|i|VI|VI|X|V|V|VI|VII|III|VI|VII|III7|III7|V7|i|i|VI|VI|X|V|V|i|iv7|X|V|i|i|iv7|X|V|V|i|i|i|VI|VII|III|VI|VII|III7|V7|i|i|VI|X|V|V|VI|VII|III|VI|VII|III7|X|X|N
326,My Boy,Elvis Presley,1975-03-29,N|N|I|I|I|V|vi|iii|iii|vi|vi|vi|IVmaj7|iii7|ii7|X|III7|vi|ii7|V7|Imaj7|X|VII7|X|III7|III7|I|I|I|V|vi|iii|iii|vi|vi|vi|IVmaj7|iii7|ii7|X|III7|vi|ii7|V7|Imaj7|X|VII7|X|III7|III7|I|I|I|V|vi|iii|iii|vi|vi|vi|IVmaj7|iii7|ii7|X|III7|vi|ii7|V7|Imaj7|X|VII7|X|III7|vi|ii7|V7|Imaj7|X|VII7|X|III7|vi|ii7|V7|Imaj7|X|VII7|X|III7|vi|vi|N
330,Go Where You Wanna Go,The 5th Dimension,1967-01-21,N|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|III7|vi|vi|IV|IV|V|V|I|bVII|vi|V|vi|II|V|I|vi|vi|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|III7|vi|vi|IV|IV|V|V|I|bVII|vi|V|vi|II|V|I|vi|ii|V|bVI|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|IV|N
331,Jungle Boogie,Kool & The Gang,1974-01-19,N|N|N|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|N
334,Somebody s Watching Me,Rockwell,1984-01-28,N|N|N|N|X|X|X|X|X|X|X|X|i|VImaj7|VII|i|VI|VII7|i|VImaj7|VII|i|VI|VII7|VII7|i|VI|i|VI|VII|i|VI|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|i|i|i|i|i|i|VI|VII|VII|i|i|i|VI|i|VImaj7|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|VII|N
336,(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,1977-08-13,N|N|N|I|I7|II|II|ii|X|I|I|I|I|I|I|I|I|I|I|ii|ii|ii|X|I|I|I|I|ii|ii|ii|X|I|I|I|I|ii|ii|ii|X|I|I|I|I|ii|ii|ii|X|I|I|I|I|I|ii|ii|ii|X|I|I|I|I|ii|ii|ii|ii|bVI7|bVI7|bVI7|bII|bII|bIII|bIII|biii|X|bII|bII|bII|bII|bIII|bIII|biii|X|bII|bII|bII|bII|bIII|bIII|biii|X|bII|bII|bII|bII|bIII|bIII|biii|X|bII|bII|II|II|iii|iii|iii|X|II|II|II|II|iii|iii|iii|X|II|II|II|II|iii|iii|iii|X|II|II|II|N
338,Through The Years,Kenny Rogers,1981-12-26,N|I|X|vi|ii7|V7|V7|iii7|vi7|ii7|X|X|I|X|III7|vi|v7|I7|IV|V7|iii7|X|I|X|III7|vi|v7|I7|IV|I|ii7|X|I|X|vi|ii7|V7|V|iii7|vi7|ii7|X|V7|iii7|VI7|ii7|V|V7|iii7|VI7|IVmaj7|ii7|X|X|I|X|vi7|X|IV|X|X|I|X|III7|vi|v7|I7|IV|V7|iii7|X|I|X|III7|vi|v7|I7|IV|I|ii7|X|I|X|vi|ii7|V7|V|iii7|vi7|ii7|X|V7|iii7|VI7|ii7|V|V7|iii7|VI7|IVmaj7|ii7|X|X|I|bVI7|bVI7|I|X|vi|ii7|V7|V|iii7|vi7|ii7|X|V7|iii7|VI7|ii7|V|V7|iii7|VI7|IVmaj7|ii7|X|X|I|X|vi|ii7|V7|V|iii7|vi7|ii7|X|V7|iii7|VI7|ii7|V|V7|iii7|VI7|IVmaj7|ii7|X|X|I|X|vi|ii7|V7|V|iii7|vi7|ii7|X|V7|iii7|VI7|ii7|V|V7|iii7|VI7|IVmaj7|ii7|X|X|I|X|vi|ii7|V7|V|iii7|vi7|ii7|X|V7|iii7|VI7|ii7|V|V7|iii7|VI7|IVmaj7|ii7|X|X|N
339,Deeper Shade Of Soul,Urban Dance Squad,1991-02-16,N|N|N|N|N|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|bIII|IV|V|bVII|V|IV|bIII|I|bIII|IV|V|bVII|V|IV|bIII|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V7|IV|I|IV|V7|IV|I|IV|V7|IV|I|IV|V7|IV|I|IV|V7|IV|I|IV|V7|IV|IV|I|IV|V7|IV|I|IV|V7|IV|I|IV|V7|IV|I|IV|IV|V7|V7|V7|V7|V7|V7|V7|I|IV|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|V7|N
